fips,policy_num,state,abbrev,stateno1,year_adopted,state_pol_id,year,adopt_policy,fem_dem,religadhrate,norrander_legality,initdif,uni_dem_leg,time,time2,nbrspct,webster,state_policy,dem_gov,rescaledmedincome,rescaledpopsize,policy_name
13,2,Georgia,GA,10,2012.0,389,1981,0.0,0.051,0.4809887,2.83,0,1,8,64,0.6,0,335,1,1.6799,0.55654216,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1981,0.0,0.029,0.5009073,2.61,5,0,8,64,0.0,0,409,1,2.0721,0.09511749,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1981,0.0,0.035,0.45056605,2.73,0,0,8,64,0.0,0,483,0,2.0701,0.5496316,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1981,0.0,0.061,0.5356436,2.83,0,0,8,64,0.25,0,557,1,1.9931,0.23744576,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1981,0.0,0.01,0.5868665,3.02,0,1,8,64,0.0,0,631,0,1.5959,0.42046976,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1981,0.0,0.051,0.6326718,2.72,3,0,8,64,0.33333334,0,964,0,1.7811,0.08769385,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1981,0.0,0.03,0.49574643,2.78,5,0,8,64,0.0,0,1260,0,1.8425,1.0802011,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1981,0.0,0.04,0.58865535,2.68,4,1,8,64,0.16666667,0,1297,1,1.9112,0.30379584,Ban 20 week to viability
42,2,Pennsylvania,PA,38,1989.0,1593,1981,0.0,0.015,0.609971,2.85,0,0,8,64,0.16666667,0,1371,0,1.8206,1.1868464,Ban 20 week to viability
49,2,Utah,UT,44,1990.0,1851,1981,0.0,0.037,0.7564822,2.73,4,0,8,64,0.0,0,1593,1,1.9248,0.1487185,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1982,0.0,0.079,0.4033399,2.28,4,0,9,81,0.0,0,76,1,1.9434,0.29074454,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1982,0.0,0.029,0.5531602,2.93,5,1,9,81,0.14285715,0,113,0,1.429,0.2298145,Ban 20 week to viability
6,2,California,CA,5,1987.0,174,1982,0.0,0.056,0.36032462,2.24,6,1,9,81,0.0,0,150,1,2.2469,2.4887204,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1982,0.0,0.054,0.49153358,2.83,0,1,9,81,0.6,0,335,1,1.786,0.5666843,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1982,0.0,0.054,0.5012536,2.61,5,0,9,81,0.0,0,409,1,2.0844,0.09573498,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1982,0.0,0.043,0.4533083,2.73,0,0,9,81,0.0,0,483,0,2.139,0.5501632,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1982,0.0,0.063,0.5368796,2.83,0,0,9,81,0.25,0,557,1,2.1497,0.23859148,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1982,0.0,0.012,0.6000011,3.02,0,1,9,81,0.0,0,631,0,1.6955,0.42063946,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1982,0.0,0.056,0.633233,2.72,3,0,9,81,0.33333334,0,964,0,1.9006,0.0954877,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1982,0.0,0.04,0.4963632,2.78,5,0,9,81,0.0,0,1260,0,1.9991,1.0807023,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1982,0.0,0.043,0.59750813,2.68,4,1,9,81,0.16666667,0,1297,1,1.979,0.3049917,Ban 20 week to viability
42,2,Pennsylvania,PA,38,1989.0,1593,1982,0.0,0.015,0.61037534,2.85,0,0,9,81,0.16666667,0,1371,0,1.892,1.1869929,Ban 20 week to viability
49,2,Utah,UT,44,1990.0,1851,1982,0.0,0.029,0.7610477,2.73,4,0,9,81,0.0,0,1593,1,2.0517,0.151337,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1983,0.0,0.075,0.40671942,2.28,4,0,10,100,0.0,0,76,1,2.043,0.30021685,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1983,0.0,0.034,0.55979985,2.93,5,1,10,100,0.14285715,0,113,1,1.4982,0.23047175,Ban 20 week to viability
6,2,California,CA,5,1987.0,174,1983,0.0,0.063,0.3681458,2.24,6,1,10,100,0.0,0,150,0,2.3878,2.5496306,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1983,0.0,0.057,0.5020785,2.83,0,1,10,100,0.6,0,335,1,1.8922,0.5768265,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1983,0.0,0.079,0.50159997,2.61,5,0,10,100,0.0,0,409,1,2.0968,0.096352465,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1983,0.0,0.05,0.45605054,2.73,0,0,10,100,0.0,0,483,0,2.208,0.55069476,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1983,0.0,0.065,0.53811556,2.83,0,0,10,100,0.25,0,557,1,2.3063,0.23973723,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1983,0.0,0.014,0.61313564,3.02,0,1,10,100,0.0,0,631,0,1.7952,0.4208092,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1983,0.0,0.061,0.63379425,2.72,3,0,10,100,0.33333334,0,964,1,2.0202,0.10328155,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1983,0.0,0.051,0.49697998,2.78,5,1,10,100,0.0,0,1260,1,2.1557,1.0812033,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1983,0.0,0.045,0.6063609,2.68,4,1,10,100,0.16666667,0,1297,1,2.0469,0.30618754,Ban 20 week to viability
42,2,Pennsylvania,PA,38,1989.0,1593,1983,0.0,0.015,0.6107797,2.85,0,0,10,100,0.16666667,0,1371,0,1.9633,1.1871393,Ban 20 week to viability
49,2,Utah,UT,44,1990.0,1851,1983,0.0,0.02,0.76561326,2.73,4,0,10,100,0.0,0,1593,1,2.1787,0.1539555,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1984,0.0,0.075,0.41009897,2.28,4,0,11,121,0.0,0,76,1,2.1425,0.30968913,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1984,0.0,0.034,0.5664395,2.93,5,1,11,121,0.14285715,0,113,1,1.5674,0.231129,Ban 20 week to viability
6,2,California,CA,5,1987.0,174,1984,0.0,0.063,0.37596697,2.24,6,1,11,121,0.0,0,150,0,2.5287,2.6105409,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1984,0.0,0.057,0.51262337,2.83,0,1,11,121,0.6,0,335,1,1.9984,0.58696866,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1984,0.0,0.079,0.50194633,2.61,5,0,11,121,0.0,0,409,1,2.1092,0.09696996,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1984,0.0,0.05,0.4587928,2.73,0,0,11,121,0.0,0,483,0,2.277,0.5512264,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1984,0.0,0.065,0.5393516,2.83,0,0,11,121,0.25,0,557,1,2.4629,0.24088295,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1984,0.0,0.024,0.62627023,3.02,0,1,11,121,0.0,0,631,1,1.8949,0.4209789,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1984,0.0,0.061,0.6343554,2.72,3,0,11,121,0.33333334,0,964,1,2.1397,0.1110754,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1984,0.0,0.051,0.49759674,2.78,5,1,11,121,0.0,0,1260,1,2.3123,1.0817046,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1984,0.0,0.045,0.6152137,2.68,4,1,11,121,0.16666667,0,1297,1,2.1148,0.3073834,Ban 20 week to viability
42,2,Pennsylvania,PA,38,1989.0,1593,1984,0.0,0.015,0.61118406,2.85,0,0,11,121,0.16666667,0,1371,0,2.0346,1.1872857,Ban 20 week to viability
49,2,Utah,UT,44,1990.0,1851,1984,0.0,0.02,0.7701788,2.73,4,0,11,121,0.0,0,1593,1,2.3057,0.156574,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1985,0.0,0.058,0.41347852,2.28,4,0,12,144,0.0,0,76,1,2.3877,0.3191614,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1985,0.0,0.054,0.5730792,2.93,5,1,12,144,0.14285715,0,113,1,1.7451,0.23178625,Ban 20 week to viability
6,2,California,CA,5,1987.0,174,1985,0.0,0.069,0.38378814,2.24,6,1,12,144,0.0,0,150,0,2.6981,2.671451,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1985,0.0,0.065,0.52316827,2.83,0,1,12,144,0.6,0,335,1,2.1049,0.5971108,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1985,0.0,0.083,0.50229263,2.61,5,0,12,144,0.0,0,409,1,2.0761,0.09758745,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1985,0.0,0.065,0.46153504,2.73,0,0,12,144,0.0,0,483,0,2.2675,0.55175793,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1985,0.0,0.069,0.54058754,2.83,0,0,12,144,0.25,0,557,1,2.2788,0.2420287,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1985,0.0,0.024,0.63940483,3.02,0,1,12,144,0.0,0,631,1,2.1179,0.42114866,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1985,0.0,0.082,0.63491666,2.72,3,0,12,144,0.33333334,0,964,1,2.1799,0.11886925,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1985,0.0,0.051,0.4982135,2.78,5,0,12,144,0.0,0,1260,1,2.5174,1.0822058,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1985,0.0,0.04,0.6240665,2.68,4,1,12,144,0.16666667,0,1297,1,2.1205,0.30857924,Ban 20 week to viability
42,2,Pennsylvania,PA,38,1989.0,1593,1985,0.0,0.007,0.6115885,2.85,0,0,12,144,0.16666667,0,1371,0,2.2877,1.1874322,Ban 20 week to viability
49,2,Utah,UT,44,1990.0,1851,1985,0.0,0.031,0.77474433,2.73,4,0,12,144,0.0,0,1593,0,2.5238,0.1591925,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1986,0.0,0.058,0.41685805,2.28,4,0,13,169,0.0,0,76,1,2.55,0.32863367,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1986,0.0,0.054,0.5797189,2.93,5,1,13,169,0.14285715,0,113,1,1.873,0.2324435,Ban 20 week to viability
6,2,California,CA,5,1987.0,174,1986,0.0,0.069,0.3916093,2.24,6,1,13,169,0.0,0,150,0,2.901,2.7323613,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1986,0.0,0.065,0.5337131,2.83,0,1,13,169,0.6,0,335,1,2.437,0.60725296,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1986,0.0,0.083,0.502639,2.61,5,0,13,169,0.0,0,409,1,2.0749,0.09820494,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1986,0.0,0.065,0.4642773,2.73,0,0,13,169,0.0,0,483,0,2.2728,0.55228955,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1986,0.0,0.069,0.54182357,2.83,0,0,13,169,0.25,0,557,1,2.3926,0.24317445,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1986,0.0,0.024,0.6525394,3.02,0,1,13,169,0.0,0,631,1,2.089,0.4213184,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1986,0.0,0.0,0.6354779,2.72,3,0,13,169,0.33333334,0,964,1,2.1772,0.1266631,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1986,0.0,0.051,0.4988303,2.78,5,0,13,169,0.0,0,1260,1,2.5115,1.0827069,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1986,0.0,0.051,0.63291925,2.68,4,1,13,169,0.16666667,0,1297,1,2.0948,0.3097751,Ban 20 week to viability
42,2,Pennsylvania,PA,38,1989.0,1593,1986,0.0,0.027,0.61199284,2.85,0,0,13,169,0.16666667,0,1371,0,2.3807,1.1875786,Ban 20 week to viability
49,2,Utah,UT,44,1990.0,1851,1986,0.0,0.013,0.77930987,2.73,4,0,13,169,0.0,0,1593,0,2.6281,0.161811,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1987,0.0,0.083,0.4202376,2.28,4,0,14,196,0.2,0,76,0,2.6749,0.33810595,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1987,0.0,0.049,0.5863586,2.93,5,1,14,196,0.14285715,0,113,1,1.8827,0.23310076,Ban 20 week to viability
6,2,California,CA,5,1987.0,174,1987,1.0,0.075,0.3994305,2.24,6,1,14,196,0.0,0,150,0,3.0146,2.7932713,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1987,0.0,0.062,0.544258,2.83,0,1,14,196,0.6,0,335,1,2.6714,0.6173951,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1987,0.0,0.095,0.5029853,2.61,5,0,14,196,0.0,0,409,1,2.0755,0.09882243,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1987,0.0,0.075,0.46701956,2.73,0,0,14,196,0.0,0,483,0,2.2519,0.55282116,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1987,0.0,0.073,0.5430595,2.83,0,0,14,196,0.25,0,557,0,2.5583,0.24432017,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1987,0.0,0.029,0.665674,3.02,0,1,14,196,0.0,0,631,1,2.1349,0.4214881,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1987,0.0,0.0,0.6360391,2.72,3,0,14,196,0.33333334,0,964,0,2.3268,0.13445695,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1987,0.0,0.061,0.49944705,2.78,5,0,14,196,0.0,0,1260,1,2.5773,1.083208,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1987,0.0,0.051,0.64177203,2.68,4,1,14,196,0.16666667,0,1297,0,2.1691,0.31097096,Ban 20 week to viability
42,2,Pennsylvania,PA,38,1989.0,1593,1987,0.0,0.012,0.6123972,2.85,0,0,14,196,0.16666667,0,1371,1,2.5424,1.187725,Ban 20 week to viability
49,2,Utah,UT,44,1990.0,1851,1987,0.0,0.02,0.7838754,2.73,4,0,14,196,0.0,0,1593,0,2.6529,0.1644295,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1988,0.0,0.083,0.42361715,2.28,4,0,15,225,0.2,0,76,1,2.6435,0.34757826,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1988,0.0,0.049,0.59299827,2.93,5,1,15,225,0.14285715,0,113,1,2.0172,0.233758,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1988,0.0,0.062,0.5548029,2.83,0,1,15,225,0.6,0,335,1,2.6566,0.6275373,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1988,0.0,0.095,0.50333166,2.61,5,0,15,225,0.0,0,409,1,2.345,0.09943992,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1988,0.0,0.075,0.4697618,2.73,0,0,15,225,0.0,0,483,0,2.6293,0.5533527,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1988,0.0,0.073,0.54429555,2.83,0,0,15,225,0.25,0,557,0,2.5566,0.24546592,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1988,0.0,0.019,0.67880857,3.02,0,1,15,225,0.0,0,631,1,2.0497,0.42165786,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1988,0.0,0.092,0.6366003,2.72,3,0,15,225,0.33333334,0,964,0,2.5159,0.1422508,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1988,0.0,0.061,0.50006384,2.78,5,0,15,225,0.0,0,1260,1,2.774,1.0837092,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1988,0.0,0.071,0.6506248,2.68,4,1,15,225,0.16666667,0,1297,0,2.3667,0.3121668,Ban 20 week to viability
42,2,Pennsylvania,PA,38,1989.0,1593,1988,0.0,0.035,0.6128016,2.85,0,0,15,225,0.16666667,0,1371,1,2.6742,1.1878715,Ban 20 week to viability
49,2,Utah,UT,44,1990.0,1851,1988,0.0,0.037,0.78844094,2.73,4,0,15,225,0.0,0,1593,0,2.6313,0.167048,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1989,0.0,0.108,0.42699668,2.28,4,0,16,256,0.2,1,76,1,2.8552,0.35705054,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1989,0.0,0.064,0.5996379,2.93,5,1,16,256,0.14285715,1,113,1,2.1433,0.23441525,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1989,0.0,0.059,0.5653478,2.83,0,1,16,256,0.6,1,335,1,2.7542,0.63767946,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1989,0.0,0.101,0.503678,2.61,5,0,16,256,0.0,1,409,1,2.4654,0.100057416,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1989,0.0,0.085,0.47250405,2.73,0,0,16,256,0.0,1,483,1,2.5898,0.5538843,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1989,0.0,0.131,0.5455315,2.83,0,0,16,256,0.25,1,557,0,2.6862,0.24661165,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1989,0.0,0.014,0.69194317,3.02,0,1,16,256,0.0,1,631,1,2.2861,0.42182755,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1989,0.0,0.092,0.6371615,2.72,3,0,16,256,0.33333334,1,964,0,2.6319,0.15004465,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1989,0.0,0.071,0.50068057,2.78,5,0,16,256,0.2,1,1260,1,2.9021,1.0842104,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1989,0.0,0.082,0.6594776,2.68,4,1,16,256,0.16666667,1,1297,0,2.3667,0.31336266,Ban 20 week to viability
42,2,Pennsylvania,PA,38,1989.0,1593,1989,1.0,0.037,0.61320597,2.85,0,0,16,256,0.16666667,1,1371,1,2.869,1.1880178,Ban 20 week to viability
49,2,Utah,UT,44,1990.0,1851,1989,0.0,0.051,0.7930065,2.73,4,0,16,256,0.0,1,1593,0,3.0717,0.1696665,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1990,0.0,0.108,0.43037623,2.28,4,0,17,289,0.4,1,76,1,2.9224,0.3665228,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1990,0.0,0.064,0.60627764,2.93,5,1,17,289,0.14285715,1,113,1,2.2786,0.2350725,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1990,0.0,0.059,0.5758926,2.83,0,1,17,289,0.6,1,335,1,2.7561,0.6478216,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1990,0.0,0.095,0.5040243,2.61,5,0,17,289,0.16666667,1,409,1,2.5305,0.1006749,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1990,0.0,0.08,0.47524628,2.73,0,0,17,289,0.0,1,483,1,2.6928,0.5544159,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1990,0.0,0.127,0.54676753,2.83,0,0,17,289,0.25,1,557,0,2.9917,0.2477574,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1990,0.0,0.014,0.7050777,3.02,0,1,17,289,0.0,1,631,1,2.2405,0.4219973,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1990,0.0,0.102,0.63772273,2.72,3,0,17,289,0.33333334,1,964,0,2.7482,0.1578385,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1990,0.0,0.071,0.50129735,2.78,5,0,17,289,0.2,1,1260,1,3.0013,1.0847116,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1990,0.0,0.082,0.6683304,2.68,4,1,17,289,0.16666667,1,1297,0,2.4384,0.3145585,Ban 20 week to viability
49,2,Utah,UT,44,1990.0,1851,1990,1.0,0.051,0.797572,2.73,4,0,17,289,0.0,1,1593,0,3.0142,0.172285,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1991,0.0,0.15,0.43266267,2.28,4,0,18,324,0.4,1,76,0,3.0737,0.38117686,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1991,0.0,0.049,0.6166443,2.93,5,1,18,324,0.14285715,1,113,1,2.3435,0.23829925,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1991,0.0,0.085,0.5807725,2.83,0,1,18,324,0.6,1,335,1,2.7212,0.66490394,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1991,0.0,0.179,0.50722724,2.61,5,0,18,324,0.16666667,1,409,1,2.6116,0.10354694,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1991,0.0,0.105,0.47800988,2.73,0,0,18,324,0.0,1,483,1,2.7089,0.55977917,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1991,0.0,0.131,0.5488979,2.83,0,0,18,324,0.25,1,557,1,2.9295,0.24986584,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1991,0.0,0.027,0.71943456,3.02,0,1,18,324,0.0,1,631,0,2.5299,0.42448735,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1991,0.0,0.092,0.6407043,2.72,3,0,18,324,0.33333334,1,964,1,2.9549,0.15916727,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1991,0.0,0.076,0.505123,2.78,5,0,18,324,0.2,1,1260,0,2.979,1.0897717,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1991,0.0,0.077,0.67270374,2.68,4,1,18,324,0.16666667,1,1297,1,2.5462,0.3176092,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1992,0.0,0.15,0.43494913,2.28,4,0,19,361,0.4,1,76,0,2.9358,0.39583087,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1992,0.0,0.049,0.627011,2.93,5,1,19,361,0.14285715,1,113,1,2.3882,0.241526,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1992,0.0,0.087,0.58565235,2.83,0,1,19,361,0.6,1,335,1,2.8797,0.68198633,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1992,0.0,0.179,0.51043016,2.61,5,0,19,361,0.16666667,1,409,1,2.7704,0.106418975,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1992,0.0,0.105,0.48077345,2.73,0,0,19,361,0.0,1,483,1,2.853,0.5651424,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1992,0.0,0.135,0.5510284,2.83,0,0,19,361,0.25,1,557,1,3.0346,0.25197428,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1992,0.0,0.046,0.7337914,3.02,0,1,19,361,0.0,1,631,1,2.5439,0.42697734,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1992,0.0,0.092,0.6436858,2.72,3,0,19,361,0.33333334,1,964,1,3.0048,0.16049606,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1992,0.0,0.076,0.50894874,2.78,5,0,19,361,0.2,1,1260,0,3.1404,1.094832,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1992,0.0,0.077,0.6770771,2.68,4,1,19,361,0.16666667,1,1297,1,2.5284,0.32065988,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1993,0.0,0.125,0.43723556,2.28,4,0,20,400,0.4,1,76,0,3.051,0.41048494,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1993,0.0,0.069,0.63737774,2.93,5,1,20,400,0.14285715,1,113,1,2.3039,0.24475275,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1993,0.0,0.1,0.5905322,2.83,0,1,20,400,0.6,1,335,1,3.1663,0.6990687,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1993,0.0,0.115,0.5136331,2.61,5,0,20,400,0.16666667,1,409,1,3.101,0.109291025,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1993,0.0,0.105,0.48353705,2.73,0,0,20,400,0.0,1,483,1,2.9475,0.5705057,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1993,0.0,0.114,0.55315876,2.83,0,0,20,400,0.25,1,557,1,2.977,0.25408274,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1993,0.0,0.06,0.74814826,3.02,0,1,20,400,0.0,1,631,1,2.6312,0.4294674,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1993,0.0,0.112,0.6466674,2.72,3,0,20,400,0.33333334,1,964,1,3.1008,0.16182484,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1993,0.0,0.106,0.5127744,2.78,5,0,20,400,0.2,1,1260,0,3.1285,1.0998923,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1993,0.0,0.072,0.6814505,2.68,4,1,20,400,0.16666667,1,1297,1,2.626,0.32371056,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1994,0.0,0.108,0.43952203,2.28,4,0,21,441,0.4,1,76,0,3.1293,0.42513895,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1994,0.0,0.07,0.6477444,2.93,5,1,21,441,0.14285715,1,113,1,2.5565,0.2479795,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1994,0.0,0.117,0.595412,2.83,0,1,21,441,0.6,1,335,1,3.1467,0.7161511,Ban 20 week to viability
16,2,Idaho,ID,12,2011.0,475,1994,0.0,0.087,0.516836,2.61,5,0,21,441,0.16666667,1,409,1,3.1536,0.11216306,Ban 20 week to viability
18,2,Indiana,IN,14,2011.0,561,1994,0.0,0.1,0.48630062,2.73,0,0,21,441,0.0,1,483,1,2.7858,0.57586896,Ban 20 week to viability
20,2,Kansas,KS,16,2011.0,647,1994,0.0,0.086,0.5552892,2.83,0,0,21,441,0.25,1,557,1,2.8322,0.25619116,Ban 20 week to viability
22,2,Louisiana,LA,18,2012.0,733,1994,0.0,0.073,0.7625051,3.02,0,1,21,441,0.0,1,631,1,2.5676,0.4319574,Ban 20 week to viability
31,2,Nebraska,NE,27,2010.0,1120,1994,0.0,0.122,0.64964896,2.72,3,0,21,441,0.33333334,1,964,1,3.1794,0.16315362,Ban 20 week to viability
39,2,Ohio,OH,35,1995.0,1464,1994,0.0,0.096,0.51660013,2.78,5,0,21,441,0.2,1,1260,0,3.1855,1.1049525,Ban 20 week to viability
40,2,Oklahoma,OK,36,2011.0,1507,1994,0.0,0.082,0.68582386,2.68,4,1,21,441,0.16666667,1,1297,1,2.6991,0.32676125,Ban 20 week to viability
4,2,Arizona,AZ,3,2012.0,88,1995,0.0,0.108,0.4418085,2.28,4,0,22,484,0.4,1,76,0,3.0863,0.439793,Ban 20 week to viability
5,2,Arkansas,AR,4,2013.0,131,1995,0.0,0.07,0.6581111,2.93,5,1,22,484,0.14285715,1,113,1,2.5814,0.25120625,Ban 20 week to viability
13,2,Georgia,GA,10,2012.0,389,1995,0.0,0.115,0.60029185,2.83,0,1,22,484,0.6,1,335,1,3.4099,0.73323345,Ban 20 week to viability
